shot_id,cycle_time_s,cast_pressure_bar,hi_v_mm_s,p_rise_bar,filling_time_s,biscuit_thickness_mm,die_temperature_c,shot_weight_kg,reject
375,64.106,754.993,134.505,202.344,0.4633,9.269,215.182,3.082,0
376,70.845,762.142,158.086,215.248,0.4211,9.55,215.098,3.079,0
377,61.22,780.101,148.922,213.364,0.4581,8.879,214.395,3.243,0
378,54.387,794.331,146.053,208.201,0.4415,9.74,213.974,3.119,0
379,68.096,743.498,137.308,214.262,0.3978,9.613,222.454,3.221,0
380,60.261,785.266,139.504,214.993,0.4067,9.48,214.693,3.21,0
381,62.41,801.639,162.023,216.364,0.4025,9.363,220.477,3.195,0
382,66.976,779.982,140.367,206.936,0.4186,9.187,220.297,3.231,0
383,55.911,786.555,150.474,208.344,0.4173,9.755,217.605,3.211,0
384,57.244,764.729,147.88,199.692,0.4778,9.09,205.496,3.01,0
385,55.915,774.505,146.045,203.783,0.402,9.679,219.853,3.177,0
386,58.982,749.164,136.41,203.134,0.4318,10.226,212.348,3.23,0
387,63.671,738.721,132.692,198.3,0.4414,10.02,218.779,3.315,0
388,63.992,798.065,150.025,214.625,0.4155,8.973,210.376,3.318,0
389,63.05,762.848,135.817,217.553,0.4263,9.312,209.201,3.105,0
390,56.631,768.848,138.508,201.307,0.404,9.648,224.238,3.176,0
391,53.222,750.216,146.422,212.58,0.4294,9.475,209.162,3.09,0
392,62.207,754.734,136.66,199.892,0.4355,9.01,220.755,3.306,0
393,60.207,775.885,138.265,206.079,0.4269,9.635,215.377,3.271,0
394,63.746,767.828,137.734,202.879,0.4333,9.496,213.109,3.225,0
395,64.667,788.271,155.184,217.056,0.4434,10.17,215.096,3.212,0
396,62.525,788.435,152.26,206.167,0.4348,9.411,208.558,3.297,0
397,64.889,787.364,151.131,219.442,0.4194,9.909,215.278,3.285,0
398,62.871,784.774,144.63,207.953,0.3977,9.057,209.691,3.281,0
399,64.014,809.508,157.866,207.634,0.4018,9.14,213.264,3.232,0
400,59.322,759.311,134.288,197.617,0.4212,9.753,219.305,3.176,0
401,61.317,778.636,142.773,211.536,0.4249,9.879,216.189,3.254,0
402,62.748,800.8,158.029,220.028,0.4062,9.165,207.679,3.257,0
403,65.118,804.477,158.463,215.148,0.397,9.508,219.632,3.187,0
404,60.504,753.585,130.202,224.655,0.4052,9.016,214.785,3.175,0
405,63.98,775.467,137.651,219.822,0.3914,9.437,212.527,3.279,0
406,60.99,803.891,152.928,209.284,0.4098,9.793,218.612,3.316,0
407,61.553,788.9,159.753,210.701,0.3913,9.348,214.11,3.148,0
408,65.152,785.248,133.166,211.154,0.4007,9.413,209.55,3.182,0
409,54.426,771.916,144.523,203.191,0.4149,9.105,223.33,3.225,0
410,57.073,770.382,132.482,216.576,0.3984,9.273,214.322,3.234,0
411,56.368,782.09,141.187,212.054,0.4263,10.115,213.917,3.163,0
412,53.132,770.58,139.623,210.869,0.4357,9.526,211.91,3.332,0
413,59.423,777.816,141.401,214.704,0.4107,9.149,220.591,3.23,0
414,64.848,782.981,142.158,223.157,0.4114,9.39,212.717,3.237,0
415,60.917,767.199,141.21,210.534,0.4329,8.941,207.145,3.323,0
416,62.752,789.992,144.251,208.931,0.4047,9.145,211.697,3.169,0
417,66.139,834.733,151.183,223.43,0.3922,9.976,222.131,3.194,0
418,67.045,750.789,141.696,217.013,0.4488,9.45,219.766,3.112,0
419,61.737,785.688,151.976,208.967,0.4345,10.162,213.693,3.188,0
420,67.144,769.146,147.646,210.624,0.4335,9.467,222.484,3.096,0
421,62.35,790.586,137.391,209.889,0.434,9.487,218.782,3.252,0
422,58.818,779.088,146.819,213.295,0.3846,9.724,213.285,3.229,0
423,59.741,792.471,153.473,201.011,0.4413,8.565,213.899,3.181,0
424,56.374,798.065,143.201,197.264,0.4225,9.572,215.971,3.193,0
425,58.625,781.607,145.546,203.021,0.4378,9.483,210.436,3.253,0
426,60.64,799.629,150.075,203.399,0.4221,10.02,214.859,3.12,0
427,65.054,739.482,145.74,205.012,0.431,9.838,216.909,3.214,0
428,68.539,812.225,168.139,220.168,0.407,9.103,207.35,3.249,1
429,56.748,783.862,134.508,206.34,0.4256,9.935,213.423,3.075,0
430,63.493,800.222,168.524,216.746,0.4093,9.408,213.664,3.248,0
431,58.046,755.867,131.354,197.203,0.4417,9.183,219.666,3.083,0
432,63.804,766.038,147.676,206.896,0.3949,9.569,205.994,3.192,0
433,61.502,782.353,152.499,216.348,0.4097,9.429,213.033,3.119,0
434,55.043,775.867,136.79,212.953,0.4578,10.038,211.756,3.3,0
435,65.528,787.035,150.563,205.427,0.407,9.619,220.224,3.119,0
436,59.701,798.257,149.724,212.333,0.4111,9.572,214.506,3.084,0
437,59.971,747.11,139.013,226.274,0.4123,9.815,223.737,3.209,0
438,57.935,795.293,151.203,211.224,0.4222,9.883,217.823,3.171,1
439,59.514,778.782,153.009,206.216,0.4071,9.774,212.651,3.095,0
440,63.626,777.226,144.696,208.543,0.4174,9.997,216.393,3.237,0
441,61.281,753.124,135.762,208.705,0.442,9.713,213.143,3.061,0
442,63.249,789.742,155.595,211.122,0.405,9.559,219.447,3.127,0
443,63.375,737.302,136.254,207.825,0.4449,9.934,208.504,3.16,0
444,67.019,794.431,154.452,200.532,0.4312,9.468,211.484,3.256,0
445,60.697,752.426,132.076,199.456,0.4459,9.512,217.122,3.291,0
446,56.388,777.876,137.046,207.055,0.4231,10.103,220.455,3.277,0
447,66.055,780.085,141.052,207.809,0.4783,10.068,204.477,3.189,0
448,60.74,800.359,146.762,205.858,0.4339,9.497,221.721,3.03,0
449,66.235,779.114,150.238,209.736,0.4261,9.341,214.808,3.227,0
450,63.457,768.307,148.324,211.219,0.4072,10.012,205.755,3.303,0
451,61.502,770.607,141.096,216.256,0.4206,9.78,199.932,3.286,0
452,63.325,803.641,162.109,212.97,0.4398,9.61,207.512,3.232,0
453,69.414,793.731,158.699,216.207,0.4473,9.387,215.791,3.117,0
454,69.893,777.4,145.924,205.87,0.4473,9.616,215.618,3.163,0
455,62.264,775.889,138.013,213.04,0.4352,9.492,218.198,3.335,0
456,62.609,752.126,147.665,213.592,0.4044,9.267,212.326,3.101,1
457,66.09,789.242,147.345,217.443,0.4265,9.545,209.951,3.12,0
458,58.786,746.556,135.85,213.695,0.406,9.593,212.549,3.266,0
459,63.266,794.228,146.891,215.126,0.3897,9.369,215.32,3.17,0
460,61.902,782.261,139.45,207.992,0.4237,9.816,216.142,3.117,0
461,63.193,823.621,147.806,212.577,0.4185,9.951,211.197,3.307,0
462,58.833,758.456,142.967,218.061,0.4416,9.839,219.127,3.232,0
463,55.96,774.83,137.965,203.236,0.4302,9.403,211.168,3.173,0
464,54.123,808.037,174.828,211.535,0.4226,9.765,209.706,3.12,1
465,57.754,799.11,143.13,211.04,0.3975,9.527,211.779,3.343,0
466,60.257,766.51,132.151,210.495,0.4215,9.067,220.165,3.198,0
467,60.886,783.419,149.597,204.418,0.392,9.735,214.202,3.298,0
468,69.361,784.085,156.931,212.027,0.3829,9.551,212.411,3.263,0
469,66.203,787.387,147.668,209.835,0.4315,10.408,220.135,3.164,0
470,58.344,765.413,144.63,192.196,0.4101,10.01,225.275,3.164,0
471,63.321,779.119,131.831,205.346,0.4359,9.749,216.207,3.301,0
472,60.453,750.384,131.373,205.743,0.4474,9.587,220.984,3.302,0
473,60.919,781.838,138.036,207.186,0.4084,9.557,220.051,3.069,0
474,62.704,788.488,134.281,218.969,0.4285,9.149,212.056,3.238,0
475,64.353,777.201,144.979,200.269,0.4088,8.891,215.416,3.192,0
476,60.711,750.22,120.366,197.984,0.3942,9.195,208.433,3.128,1
477,66.043,800.017,141.75,188.387,0.4172,9.483,214.46,3.218,0
478,57.661,784.175,142.492,205.601,0.4105,8.763,211.348,3.106,0
479,62.024,766.945,135.264,204.693,0.4153,9.309,212.988,3.167,0
480,71.871,780.378,147.888,206.556,0.4555,9.413,212.435,3.144,0
481,62.848,753.454,139.175,217.58,0.3992,9.425,213.666,3.165,0
482,67.446,764.538,146.618,217.241,0.4308,9.268,218.315,3.195,0
483,62.348,770.511,147.42,211.155,0.4045,9.38,214.444,3.129,0
484,64.207,803.325,159.983,210.331,0.4305,10.103,205.943,3.31,0
485,61.784,768.37,141.498,217.439,0.4283,9.732,211.244,3.235,0
486,61.352,791.168,150.475,211.046,0.424,9.304,207.325,3.326,0
487,59.038,768.681,145.185,203.495,0.4058,9.476,215.865,3.189,0
488,63.635,785.362,147.6,196.842,0.4049,9.49,217.713,3.162,0
489,58.764,775.675,140.922,205.572,0.4378,9.231,215.894,3.323,0
490,64.529,797.106,147.805,216.654,0.4476,9.231,211.366,3.16,1
491,66.124,772.642,137.07,226.468,0.4305,9.854,216.729,3.188,0
492,63.393,752.461,139.689,209.325,0.4107,9.353,212.817,3.25,0
493,60.912,754.527,136.7,202.051,0.4325,9.117,209.178,3.113,0
494,63.725,771.375,137.77,198.93,0.4659,9.485,218.917,3.25,0
495,60.827,756.872,133.426,211.869,0.4276,9.541,218.949,3.241,1
496,65.555,789.339,139.329,194.635,0.444,8.81,220.171,3.289,0
497,55.041,767.789,148.188,215.104,0.4097,9.486,211.123,3.262,0
498,60.725,822.041,158.163,219.438,0.4087,9.804,220.744,3.291,0
499,54.435,744.56,128.329,209.823,0.44,9.658,211.624,3.192,0
500,56.319,780.541,150.822,209.524,0.427,10.28,217.586,3.14,0
501,67.183,762.547,135.841,212.505,0.4106,9.938,213.067,3.348,0
502,65.402,772.99,133.051,208.739,0.4072,10.007,214.288,3.093,0
503,59.266,781.042,152.461,205.416,0.4375,10.48,202.566,3.1,0
504,56.29,735.003,127.741,221.006,0.4527,9.765,212.805,3.24,0
505,50.735,778.067,141.558,206.429,0.4477,9.557,214.104,3.314,0
506,59.935,813.116,155.223,218.455,0.4442,9.841,212.702,3.213,0
507,71.198,776.897,152.067,192.206,0.4232,9.304,224.885,3.27,0
508,63.653,785.585,146.816,220.611,0.413,9.538,209.386,3.06,0
509,59.874,797.279,141.79,221.044,0.44,9.273,211.927,3.165,0
510,63.767,778.021,148.213,210.946,0.4333,9.639,210.688,3.069,0
511,56.068,766.28,137.489,212.818,0.4057,9.272,211.469,3.255,0
512,60.87,738.415,145.74,214.631,0.4118,9.26,220.021,3.092,1
513,62.378,791.746,148.516,205.631,0.4259,9.645,222.436,3.111,0
514,61.673,777.783,128.69,210.789,0.4174,9.452,211.457,3.236,1
515,65.005,763.424,142.529,202.987,0.4237,8.825,211.746,3.274,0
516,63.31,782.999,159.512,208.323,0.4386,8.991,209.372,3.189,0
517,64.54,770.891,153.299,220.841,0.4359,9.098,221.836,3.24,0
518,59.384,769.05,154.532,219.894,0.4467,9.191,220.291,3.238,1
519,65.412,792.79,141.699,203.623,0.382,9.645,214.879,3.185,0
520,68.19,759.314,145.179,204.171,0.4297,9.577,208.762,3.123,0
521,58.313,796.824,144.993,204.834,0.4283,9.873,208.024,3.24,0
522,58.627,752.986,138.466,214.424,0.3993,9.763,215.448,3.243,0
523,67.076,770.863,133.348,199.437,0.4105,9.875,218.356,3.263,0
524,61.273,814.213,150.753,214.119,0.3963,9.713,204.582,3.222,0
525,67.335,803.226,147.234,216.466,0.4146,9.573,214.034,3.118,0
526,60.318,780.832,151.539,210.733,0.4491,9.885,222.89,3.248,0
527,67.529,766.112,146.438,218.397,0.4599,9.822,214.576,3.2,0
528,62.5,770.748,144.162,207.381,0.4077,9.632,222.508,3.166,0
529,62.981,781.859,136.105,206.332,0.429,9.945,218.363,3.179,0
530,67.946,783.946,144.002,201.963,0.4291,8.679,210.292,3.152,0
531,60.625,777.608,139.06,216.831,0.4276,9.398,213.372,3.262,0
532,58.424,777.478,150.331,205.041,0.4278,9.393,213.927,3.101,0
533,60.295,775.204,151.808,214.296,0.4267,9.903,210.033,3.13,0
534,63.719,754.99,144.892,209.406,0.4566,10.05,210.357,3.177,0
535,56.05,767.43,135.943,199.585,0.443,8.992,221.82,3.313,0
536,64.422,797.796,131.162,202.083,0.3965,9.994,210.404,3.274,0
537,59.953,754.244,124.904,216.642,0.4408,9.09,220.147,3.085,0
538,66.362,778.987,154.647,213.736,0.4363,9.101,213.341,3.295,0
539,52.902,760.24,136.263,200.005,0.4306,9.418,213.78,3.294,0
540,59.011,780.36,139.853,211.31,0.4403,9.389,217.451,3.118,0
541,55.591,769.48,153.343,210.666,0.426,8.955,211.238,3.023,0
542,58.86,804.866,161.316,241.222,0.4174,9.727,217.463,3.195,0
543,62.941,789.636,148.062,212.955,0.4198,9.738,204.881,3.279,0
544,61.319,756.013,135.75,204.92,0.3897,9.869,217.117,3.311,0
545,61.037,791.553,147.541,221.919,0.4157,9.348,202.542,3.139,0
546,61.395,765.724,142.307,194.679,0.4115,9.486,213.793,3.323,1
547,62.773,770.039,153.212,212.561,0.4011,9.489,219.364,3.044,0
548,58.168,783.541,149.02,226.84,0.4449,10.091,217.652,3.174,0
549,64.686,772.626,147.87,209.702,0.4309,8.508,208.83,3.171,0
550,64.518,797.456,158.422,199.086,0.4151,9.165,209.454,3.281,0
551,63.463,766.864,132.871,204.164,0.4131,9.502,211.732,3.291,0
552,64.115,770.022,147.291,222.14,0.4278,9.12,216.185,3.267,0
553,63.126,768.805,139.579,211.816,0.4406,9.41,204.976,3.105,0
554,69.733,774.072,125.609,199.023,0.4066,9.456,215.862,3.26,0
555,61.669,799.603,135.984,202.535,0.415,9.27,216.517,3.236,0
556,60.833,790.677,141.076,204.659,0.433,9.523,213.445,3.083,0
557,59.137,809.204,157.48,215.635,0.3779,9.72,217.283,3.055,0
558,58.077,818.66,157.395,223.432,0.4093,9.417,215.648,3.273,0
559,57.271,758.846,139.944,217.307,0.4176,9.341,211.724,3.187,0
560,58.623,779.41,158.48,216.614,0.4177,9.442,204.914,3.11,0
561,61.731,758.681,129.721,195.985,0.4163,9.497,215.635,3.185,0
562,63.27,766.702,140.818,198.457,0.4258,8.891,210.387,3.225,0
563,62.194,768.765,143.761,213.993,0.4574,9.662,212.132,3.194,0
564,59.091,759.371,133.657,196.741,0.4193,9.342,217.047,3.091,0
565,65.421,762.947,140.083,207.114,0.4295,9.942,222.497,3.332,0
566,64.81,778.948,133.485,209.9,0.4562,9.707,215.147,3.27,0
567,61.393,757.765,148.199,201.603,0.4157,9.91,217.698,3.177,0
568,59.519,793.794,144.367,201.667,0.4492,9.146,207.48,3.179,0
569,64.084,764.627,154.608,211.361,0.4239,9.37,216.478,3.225,0
570,62.714,830.965,160.062,217.343,0.4393,9.065,214.786,3.121,0
571,56.497,768.848,148.851,219.339,0.4363,9.253,220.486,3.223,0
572,61.742,781.154,144.973,214.851,0.4252,9.938,212.267,3.107,0
573,62.996,757.232,137.954,209.039,0.4245,10.021,213.911,3.195,0
574,58.581,808.829,149.561,205.034,0.4016,9.098,219.884,3.118,0
575,62.721,800.548,151.998,202.972,0.4162,9.34,214.626,3.122,0
576,56.472,782.304,147.917,206.555,0.4356,9.473,208.792,3.315,0
577,67.078,758.55,133.075,210.656,0.4251,9.705,228.367,3.204,0
578,66.742,786.4,146.045,212.923,0.4127,8.884,210.176,3.215,0
579,61.04,759.286,134.515,190.894,0.4207,8.939,214.561,3.059,0
580,63.381,807.082,169.222,209.043,0.4311,9.671,216.899,3.158,0
581,52.842,789.529,147.231,220.127,0.4397,8.818,215.239,3.232,0
582,57.606,779.301,155.607,212.967,0.4082,9.344,213.524,3.214,0
583,60.884,735.531,130.29,195.428,0.4191,9.557,213.942,3.049,0
584,57.926,760.058,140.832,227.93,0.4318,9.645,213.336,3.214,0
585,64.715,793.873,139.912,208.649,0.444,9.45,209.746,3.226,0
586,69.59,806.006,149.672,214.103,0.4341,9.372,226.662,3.29,0
587,57.529,797.506,151.726,214.676,0.3931,9.796,213.364,3.154,0
588,58.818,749.593,146.98,207.495,0.4228,9.6,217.603,3.043,0
589,62.895,785.92,148.33,204.912,0.4018,9.274,213.434,3.13,0
590,68.122,801.647,161.18,230.533,0.4098,9.513,213.961,3.123,0
591,57.355,747.595,139.764,216.874,0.457,9.634,212.165,3.252,0
592,62.946,780.378,156.505,219.107,0.3943,10.101,207.364,3.01,1
593,68.921,788.736,147.207,215.096,0.3887,9.775,215.027,3.169,0
594,55.723,771.134,159.072,205.069,0.4073,9.925,212.212,3.3,0
595,57.132,743.984,130.797,217.096,0.4342,9.286,220.273,3.201,0
596,60.39,773.252,137.61,201.629,0.4329,9.317,208.823,3.263,0
597,60.022,773.02,134.436,209.942,0.4296,9.418,211.877,3.085,0
598,65.088,779.033,161.027,200.411,0.4414,9.45,210.878,3.088,0
599,62.918,770.363,147.845,194.299,0.3907,9.147,222.323,3.301,0
600,55.255,768.316,139.156,211.261,0.4443,9.943,209.844,3.207,0
601,63.959,780.362,153.852,205.475,0.4143,9.809,218.047,3.207,0
602,59.805,786.757,151.841,195.592,0.4315,9.393,219.587,3.122,0
603,66.843,777.184,157.918,217.167,0.3969,9.725,214.851,3.207,0
604,59.615,771.315,131.56,224.004,0.4223,9.578,207.83,3.12,0
605,59.581,780.332,143.242,220.73,0.4242,9.752,207.889,3.283,0
606,64.056,746.554,131.729,205.022,0.4492,9.029,219.546,3.391,0
607,64.899,790.181,134.239,207.703,0.3889,9.449,209.045,3.234,0
608,63.703,780.926,152.7,218.796,0.4203,9.48,217.164,3.156,0
609,55.595,777.192,142.265,218.375,0.4012,9.718,214.803,3.023,0
610,64.045,798.418,155.703,209.606,0.4245,9.28,217.131,3.082,0
611,58.07,742.688,150.325,211.445,0.4433,8.625,216.886,3.309,0
612,62.894,744.963,132.016,209.548,0.4519,9.121,210.439,3.128,1
613,56.59,781.953,142.638,213.911,0.4099,9.479,209.473,3.174,0
614,63.696,780.805,146.072,209.171,0.4365,9.522,218.778,3.246,0
615,58.935,781.377,152.324,210.651,0.4442,10.089,211.485,3.304,0
616,57.126,769.001,137.733,219.44,0.3932,9.704,200.664,3.186,0
617,64.713,793.45,144.618,219.592,0.4277,9.529,218.569,3.172,0
618,62.918,797.293,157.588,216.589,0.4329,9.489,209.929,3.205,0
619,59.667,787.428,149.879,224.826,0.4135,9.886,217.056,3.156,1
620,67.514,778.338,130.188,203.65,0.3986,9.293,222.626,3.16,0
621,60.326,741.141,124.764,218.532,0.4467,9.451,214.883,3.229,0
622,62.122,793.913,159.683,217.57,0.3949,9.119,219.993,3.213,0
623,63.022,802.553,154.579,238.276,0.4112,9.997,215.892,3.349,0
624,59.645,790.307,142.757,199.967,0.4167,9.637,222.655,3.231,0
625,63.79,765.151,139.352,203.243,0.4366,9.252,209.904,3.281,0
626,59.973,791.013,148.397,214.098,0.406,9.46,214.716,3.125,0
627,60.436,794.629,154.539,215.276,0.404,9.678,218.178,3.237,0
628,67.178,810.907,144.764,225.549,0.4141,9.412,214.669,3.149,0
629,58.046,762.055,133.73,202.174,0.4426,9.313,220.287,3.228,0
630,52.831,770.881,144.175,217.058,0.4635,9.271,211.74,3.248,0
631,68.122,796.818,149.346,220.256,0.3887,9.619,226.081,3.203,0
632,71.687,786.361,150.911,216.938,0.4241,9.375,226.773,3.369,0
633,60.46,759.041,130.106,199.035,0.4057,9.341,216.226,3.3,0
634,54.64,783.415,148.524,222.037,0.4375,9.032,216.88,3.282,0
635,60.82,789.767,155.571,222.16,0.4007,9.527,220.817,3.254,0
636,60.912,780.985,148.703,215.611,0.4076,9.437,208.933,3.323,0
637,61.278,783.556,147.04,212.084,0.4085,9.387,208.353,3.099,1
638,57.769,773.016,142.234,211.2,0.4204,9.57,220.774,3.296,0
639,64.202,807.82,147.502,209.921,0.4189,9.762,216.634,3.131,0
640,63.993,764.884,139.961,214.018,0.4325,9.746,214.107,3.16,0
641,56.321,766.305,149.709,211.285,0.4233,9.693,214.374,3.239,0
642,64.657,781.659,144.665,203.138,0.3956,9.416,203.389,3.286,0
643,69.8,800.111,144.805,201.568,0.4281,9.302,214.983,3.119,0
644,62.653,753.407,133.576,201.47,0.4257,9.135,211.313,3.164,0
645,60.718,755.71,139.119,210.483,0.447,9.292,219.437,3.207,0
646,61.46,743.024,131.293,206.769,0.4165,9.507,219.91,3.187,0
647,64.338,781.874,148.959,212.594,0.3907,9.225,218.164,3.26,0
648,55.423,756.253,141.536,213.244,0.4253,9.534,216.188,3.441,0
649,62.625,773.422,149.249,205.916,0.445,9.162,207.588,3.229,0
650,60.516,791.089,158.292,224.649,0.4201,8.919,217.775,3.149,0
651,69.022,772.314,149.665,208.885,0.4183,9.787,218.99,3.109,0
652,61.338,783.799,139.6,205.345,0.4034,9.334,221.147,3.177,0
653,68.338,778.098,138.105,212.342,0.4521,9.207,226.352,3.134,0
654,57.806,789.791,147.407,195.837,0.399,9.117,206.034,3.233,0
655,64.232,789.78,144.776,203.626,0.4045,9.648,213.325,3.232,0
656,63.214,768.213,133.496,215.318,0.4332,9.981,211.434,3.168,0
657,58.698,775.148,140.453,195.1,0.3878,9.359,215.466,3.339,1
658,62.674,799.158,147.426,219.474,0.4382,9.425,215.148,3.149,0
659,66.608,789.615,143.182,221.689,0.4288,9.875,214.382,3.192,0
660,60.77,754.178,135.043,204.854,0.4426,8.866,219.99,3.245,0
661,55.571,788.265,155.729,214.695,0.428,10.188,208.721,3.262,0
662,61.933,760.44,140.527,217.969,0.422,10.355,209.786,3.289,0
663,58.571,803.539,169.364,211.626,0.395,8.553,209.467,3.23,0
664,60.699,797.718,151.509,218.374,0.413,9.466,213.042,3.274,0
665,61.69,785.047,144.484,204.517,0.4012,9.248,208.82,3.153,1
666,55.519,779.265,144.809,206.137,0.4289,9.407,213.979,3.264,0
667,55.86,772.861,144.654,203.529,0.4363,9.354,213.436,3.263,0
668,63.832,793.221,152.013,214.284,0.4433,9.784,211.287,3.306,0
669,60.014,772.234,157.207,221.949,0.4286,9.461,219.13,3.083,0
670,52.254,778.88,138.747,207.151,0.4369,9.181,213.533,3.136,0
671,64.982,797.335,156.214,202.297,0.4103,9.44,220.671,3.258,0
672,63.035,770.457,143.591,201.028,0.4138,9.68,214.149,3.014,0
673,59.287,767.417,130.227,209.907,0.4317,9.086,214.553,3.234,0
674,56.996,755.749,143.12,224.339,0.4191,8.924,211.586,3.274,0
675,65.176,762.586,148.649,213.953,0.4292,10.197,215.346,3.16,0
676,63.328,747.819,129.345,203.461,0.4089,9.275,218.72,3.17,0
677,71.054,798.117,150.372,217.311,0.3996,9.452,214.03,3.125,0
678,63.597,813.439,142.954,207.634,0.4231,9.361,217.784,3.163,0
679,63.473,806.466,144.128,206.782,0.4293,9.692,211.113,3.166,0
680,61.366,750.382,143.451,201.991,0.4097,10.12,218.719,3.152,0
681,65.104,794.754,146.161,221.523,0.4284,9.703,212.473,3.148,0
682,64.375,806.904,145.31,189.754,0.4037,8.969,219.543,3.181,0
683,66.757,774.394,144.924,216.366,0.4217,9.016,215.876,3.18,0
684,60.019,780.736,141.564,205.534,0.4453,9.36,222.367,3.331,0
685,60.345,742.948,130.589,203.547,0.4438,9.406,209.031,3.172,0
686,60.179,783.8,151.315,224.928,0.4334,8.897,207.401,3.224,0
687,65.005,762.509,131.62,201.343,0.4587,9.787,212.28,3.16,0
688,67.694,786.725,140.68,203.609,0.4056,9.12,208.76,3.159,0
689,60.256,750.939,137.36,207.276,0.4095,10.023,207.877,3.081,0
690,60.386,788.884,154.451,215.39,0.4048,10.137,217.914,3.09,0
691,63.193,799.098,159.396,209.632,0.4106,9.413,215.122,3.116,0
692,61.066,765.389,135.961,195.421,0.3813,9.654,212.49,3.213,0
693,65.618,761.525,146.019,203.299,0.4209,9.069,213.499,3.275,0
694,53.443,736.485,126.457,216.171,0.4211,9.718,210.987,3.075,0
695,58.859,773.477,155.826,212.98,0.4357,9.326,222.875,3.162,0
696,59.027,767.896,133.432,211.064,0.4294,9.119,210.966,3.104,1
697,53.183,747.232,144.469,207.792,0.4174,9.399,207.331,3.182,1
698,58.338,786.14,142.247,204.118,0.4291,9.337,218.541,3.275,0
699,58.522,769.988,156.089,225.86,0.4355,9.386,213.504,3.169,0
700,61.236,760.216,143.204,208.099,0.4111,9.832,225.102,3.197,0
701,66.229,772.344,135.591,204.383,0.413,9.225,212.876,3.302,0
702,61.069,798.771,146.976,219.204,0.3753,10.107,219.118,3.232,0
703,58.083,788.698,153.078,205.998,0.3982,9.036,219.941,3.147,1
704,61.784,777.54,151.631,206.701,0.4073,10.065,212.367,3.211,0
705,65.987,793.337,148.506,210.853,0.418,9.144,211.764,3.142,0
706,58.291,757.064,138.432,208.557,0.4087,9.5,218.262,3.229,0
707,58.54,778.68,149.912,213.158,0.4111,9.328,217.459,3.236,0
708,64.122,783.819,147.068,227.188,0.397,9.38,208.202,3.104,0
709,61.158,771.08,133.269,210.109,0.4253,9.78,209.257,3.212,0
710,64.46,789.191,142.067,190.33,0.4254,10.025,202.613,3.192,0
711,61.948,765.924,142.423,212.043,0.4308,9.917,217.971,3.238,0
712,64.666,790.643,156.701,212.877,0.4176,9.358,214.011,3.258,0
713,58.067,787.77,158.643,213.349,0.3903,9.564,213.717,3.233,0
714,61.954,727.466,134.696,209.701,0.422,9.226,206.537,3.179,0
715,61.199,800.985,153.307,211.598,0.4074,9.153,209.413,3.265,0
716,57.38,722.601,133.022,206.944,0.4271,9.099,212.056,3.139,1
717,56.059,765.643,136.026,212.93,0.4249,9.347,210.925,3.108,1
718,64.606,799.889,149.894,206.74,0.4407,9.587,215.902,2.976,0
719,60.666,773.555,137.298,200.724,0.4362,8.831,217.757,3.195,0
720,58.115,751.472,127.7,230.384,0.4094,9.484,225.882,3.142,0
721,61.635,760.112,141.368,203.474,0.4372,10.031,214.856,3.228,0
722,66.286,800.842,152.551,212.462,0.4263,9.893,221.091,3.062,0
723,53.333,740.646,138.007,196.496,0.4153,9.295,209.81,3.155,0
724,56.313,797.194,153.981,212.908,0.431,9.011,205.943,3.233,0
725,58.493,777.079,145.822,202.715,0.4178,9.661,212.818,3.128,0
726,67.552,761.591,143.374,206.102,0.3992,8.689,207.678,3.229,0
727,63.074,770.095,141.73,217.641,0.4307,9.889,215.202,3.161,0
728,64.916,763.294,142.878,213.309,0.4281,9.425,211.448,3.198,0
729,57.667,793.209,143.88,214.301,0.4126,10.141,204.709,3.242,0
730,57.746,790.844,150.841,197.115,0.4166,8.896,223.17,3.267,0
731,63.702,749.991,140.676,223.744,0.4146,9.821,212.516,3.206,0
732,62.221,772.857,138.169,198.962,0.4328,9.465,206.838,3.143,0
733,64.085,765.61,141.046,221.359,0.4228,9.384,219.741,3.168,0
734,61.287,802.891,147.502,218.723,0.4173,9.021,211.271,3.245,0
735,63.057,756.28,134.198,212.242,0.4324,9.709,220.578,3.129,0
736,62.601,809.207,145.887,203.355,0.3919,9.737,211.405,3.188,0
737,64.956,781.026,154.168,213.23,0.4036,10.125,212.65,3.173,0
738,65.067,760.772,146.691,206.605,0.385,9.853,217.092,3.193,0
739,55.844,764.424,144.089,210.032,0.4341,9.292,217.227,3.129,0
740,53.46,760.874,153.068,209.776,0.403,9.149,217.818,3.07,0
741,65.807,759.151,137.42,192.024,0.4276,9.021,215.008,3.236,0
742,66.513,784.189,167.479,223.92,0.4256,10.016,218.185,3.267,0
743,58.122,755.764,136.137,207.401,0.4369,9.228,218.263,3.075,0
744,54.933,736.866,133.846,203.668,0.4091,10.018,215.155,3.226,1
745,62.376,773.373,140.227,204.467,0.4205,9.684,214.332,3.276,0
746,65.537,749.494,138.454,211.428,0.4577,9.615,208.198,3.242,1
747,68.831,770.218,147.915,203.491,0.4533,9.393,218.816,3.171,0
748,63.962,764.715,139.617,190.774,0.4416,9.731,215.446,3.134,0
749,60.587,763.541,152.499,214.907,0.4302,9.495,212.762,3.206,0
750,58.606,814.151,156.919,216.775,0.3934,9.371,220.982,3.217,0
751,62.044,781.039,147.205,208.888,0.4327,9.744,207.866,3.207,0
